39.48942,14.55728,39.48931,14.55874,39.48792,14.55937
39.48946,14.55725,39.48932,14.55879,39.48792,14.55939
39.4895,14.55723,39.48934,14.55885,39.48788,14.55943
39.48952,14.55721,39.48936,14.55889,39.48785,14.55945
39.48954,14.55719,39.48946,14.55889,39.4878,14.55951
39.48953,14.5571,39.48952,14.55889,39.48777,14.55956
39.48953,14.55706,39.48957,14.55891,39.48774,14.55961
39.48954,14.55708,39.48959,14.55893,39.48772,14.55966
39.48954,14.55706,39.48959,14.55894,39.48768,14.55972
39.48955,14.55703,39.48959,14.55897,39.48769,14.55975
39.48955,14.55701,39.48962,14.55904,39.4877,14.55977
39.48956,14.55697,39.48964,14.55908,39.48771,14.55981
39.48957,14.55694,39.48964,14.55913,39.48771,14.55985
39.48957,14.55693,39.48963,14.55917,39.48771,14.55988
39.48959,14.55694,39.48963,14.55919,39.4877,14.55992
39.48959,14.55692,39.48965,14.55921,39.48772,14.56005
39.48959,14.5569,39.48964,14.55923,39.48777,14.56018
39.48959,14.55688,39.48964,14.55924,39.4878,14.56026
39.4896,14.55687,39.48963,14.55926,39.48782,14.56034
39.4896,14.55684,39.48962,14.55927,39.48784,14.56038
39.48965,14.55678,39.48962,14.55928,39.48785,14.56043
39.48964,14.55678,39.48964,14.55929,39.48787,14.56048
39.48961,14.55678,39.48966,14.5593,39.48789,14.56053
39.4896,14.5568,39.48966,14.5593,39.48792,14.56058
39.48956,14.55678,39.48966,14.55931,39.48795,14.56063
39.48946,14.55672,39.48967,14.55931,39.48798,14.56064
39.48939,14.55667,39.48968,14.55932,39.48801,14.56069
39.48936,14.55666,39.48967,14.55932,39.48803,14.56072
39.48935,14.55665,39.48967,14.55934,39.48805,14.56072
39.48938,14.55658,39.48968,14.55936,39.48809,14.56075
39.48942,14.55663,39.48969,14.55937,39.48809,14.56076
39.48952,14.5567,39.4897,14.55939,39.48807,14.56076
39.48963,14.55679,39.4897,14.55939,39.48805,14.56075
39.48968,14.55682,39.4897,14.5594,39.48803,14.56073
39.48967,14.55684,39.4897,14.55941,39.48804,14.56071
39.48973,14.55694,39.48969,14.55944,39.48809,14.56084
39.48973,14.55693,39.48967,14.55945,39.48826,14.56085
39.48972,14.55692,39.48964,14.55945,39.48837,14.56092
39.48966,14.55694,39.48962,14.55949,39.48842,14.56093
39.48967,14.55703,39.48962,14.55953,39.48846,14.56085
39.48964,14.55703,39.4896,14.55953,39.48848,14.56085
39.48957,14.55701,39.48958,14.55954,39.4885,14.56082
39.48958,14.55696,39.48958,14.55955,39.48853,14.56078
39.48954,14.55716,39.48959,14.55956,39.48855,14.56074
39.48955,14.55731,39.48959,14.55956,39.48856,14.56069
39.48953,14.55747,39.48959,14.55955,39.48859,14.5606
39.48952,14.55764,39.4896,14.55956,39.48859,14.56053
39.48953,14.55778,39.4896,14.55957,39.4886,14.56048
39.48959,14.55784,39.4896,14.55957,39.48861,14.56044
39.48968,14.55789,39.4896,14.55956,39.48861,14.56038
39.48969,14.558,39.4896,14.55956,39.48864,14.56036
39.48971,14.55806,39.48961,14.55956,39.48865,14.56033
39.48974,14.5581,39.48962,14.55955,39.48864,14.56029
39.48977,14.55814,39.48965,14.55956,39.48865,14.56024
39.48978,14.55816,39.48969,14.55958,39.48865,14.5602
39.48969,14.55797,39.48973,14.55959,39.48864,14.56016
39.48975,14.55797,39.48976,14.55961,39.48864,14.5601
39.48973,14.5579,39.48979,14.55963,39.48863,14.5601
39.48972,14.55779,39.48983,14.55963,39.48863,14.56011
39.48973,14.55773,39.48986,14.55964,39.4887,14.56004
39.48976,14.55772,39.48988,14.55967,39.48871,14.56
39.48983,14.55771,39.4899,14.55969,39.48872,14.55994
39.48985,14.55772,39.48992,14.55971,39.48862,14.55975
39.48987,14.55772,39.48993,14.55973,39.48864,14.55971
39.48987,14.55765,39.48994,14.55975,39.48869,14.55971
39.48996,14.55798,39.48995,14.55976,39.48874,14.55965
39.49002,14.55846,39.48993,14.55973,39.48877,14.55962
39.49004,14.55857,39.4899,14.55971,39.48876,14.55969
39.49,14.55854,39.4899,14.55971,39.48873,14.55977
39.48997,14.55855,39.48989,14.5597,39.48889,14.55991
39.48995,14.55854,39.48991,14.55972,39.48905,14.55993
39.48993,14.55856,39.48991,14.55971,39.48876,14.56052
39.48988,14.5586,39.48991,14.55972,39.48869,14.56074
