39.4939,14.5766,39.49606,14.57689,39.49218,14.57189
39.4939,14.5766,39.49606,14.57685,39.4922,14.57194
39.4939,14.5766,39.49604,14.57683,39.4922,14.57198
39.4939,14.5766,39.49603,14.57679,39.49223,14.57204
39.494,14.5766,39.49603,14.57673,39.49227,14.57211
39.494,14.5766,39.49605,14.57669,39.49231,14.57217
39.494,14.5766,39.49607,14.57665,39.49235,14.57224
39.494,14.5766,39.49608,14.5766,39.49239,14.57231
39.494,14.5766,39.4961,14.57655,39.49244,14.57237
39.494,14.5766,39.49611,14.57651,39.49249,14.57245
39.494,14.5766,39.49611,14.57648,39.49252,14.57252
39.494,14.5766,39.49611,14.57645,39.49254,14.5726
39.494,14.5766,39.49611,14.57642,39.49257,14.57267
39.494,14.5766,39.49609,14.57639,39.4926,14.57273
39.494,14.5767,39.49607,14.57635,39.49262,14.57278
39.494,14.5767,39.49605,14.57631,39.49265,14.57285
39.494,14.5767,39.49603,14.57628,39.49267,14.57289
39.494,14.5767,39.496,14.57623,39.49265,14.57304
39.494,14.5767,39.49599,14.57619,39.49269,14.573
39.4941,14.5766,39.496,14.57617,39.49283,14.57309
39.4941,14.5766,39.49598,14.57613,39.49295,14.57316
39.494,14.5766,39.49597,14.57609,39.49304,14.57323
39.494,14.5766,39.49596,14.57606,39.49311,14.57327
39.494,14.5766,39.49597,14.57603,39.49316,14.57334
39.494,14.5767,39.49597,14.57601,39.49323,14.57339
39.494,14.5768,39.49596,14.57596,39.49331,14.57344
39.4941,14.5769,39.49594,14.57593,39.49338,14.5735
39.4941,14.5769,39.49592,14.5759,39.49345,14.57355
39.4941,14.5769,39.49588,14.57586,39.49351,14.57359
39.4942,14.5769,39.49584,14.57585,39.49357,14.57365
39.4942,14.577,39.4958,14.57584,39.49363,14.57371
39.4942,14.577,39.49578,14.57583,39.4937,14.57378
39.4942,14.577,39.4958,14.57584,39.49375,14.57384
39.4942,14.577,39.49582,14.57585,39.4938,14.5739
39.4943,14.5771,39.49581,14.57584,39.49385,14.57395
39.4944,14.5773,39.4958,14.57584,39.49386,14.57395
39.4946,14.5775,39.49577,14.57583,39.49394,14.57406
39.4948,14.5776,39.49579,14.57584,39.49401,14.57413
39.4949,14.5777,39.49581,14.57584,39.49403,14.57416
39.4949,14.5777,39.49583,14.57584,39.49407,14.57422
39.495,14.5778,39.49585,14.57584,39.49413,14.57433
39.4949,14.5777,39.49585,14.57583,39.49418,14.57438
39.4949,14.5777,39.49587,14.57582,39.49423,14.57444
39.4949,14.5777,39.49588,14.57581,39.49428,14.57447
39.4949,14.5777,39.49588,14.57579,39.49432,14.57451
39.4949,14.5777,39.4959,14.57578,39.49436,14.57455
39.4949,14.5777,39.49591,14.57576,39.4944,14.57458
39.4949,14.5777,39.49591,14.57574,39.49443,14.57459
39.4949,14.5778,39.49593,14.57573,39.49446,14.5746
39.4949,14.5778,39.49596,14.57571,39.4945,14.57464
39.495,14.5777,39.49599,14.57568,39.49457,14.57468
39.4949,14.5777,39.49603,14.57564,39.49459,14.57465
39.4949,14.5776,39.49607,14.57562,39.49464,14.57463
39.4948,14.5775,39.4961,14.5756,39.49467,14.57459
39.4948,14.5774,39.49614,14.57558,39.49472,14.5746
39.4947,14.5773,39.49616,14.57557,39.49475,14.5746
39.4946,14.5772,39.4962,14.57555,39.49477,14.57454
39.4947,14.5772,39.49622,14.57558,39.49478,14.57449
39.4948,14.5773,39.49621,14.57557,39.4948,14.57446
39.4949,14.5775,39.49618,14.57557,39.4948,14.57441
39.4951,14.5777,39.49617,14.57557,39.49481,14.57437
39.4953,14.5779,39.49614,14.57558,39.4948,14.5743
39.4955,14.5781,39.49615,14.57562,39.49479,14.57421
39.4956,14.5782,39.49614,14.57566,39.49477,14.57413
39.4957,14.5783,39.49613,14.5757,39.49475,14.57405
39.4959,14.5784,39.49614,14.57575,39.49475,14.57402
39.496,14.5785,39.49614,14.57578,39.49474,14.57395
39.4961,14.5786,39.49612,14.57581,39.49472,14.57389
39.4961,14.5786,39.49611,14.57585,39.4947,14.57382
39.4962,14.5786,39.49609,14.57586,39.49469,14.57376
39.4962,14.5787,39.49607,14.57589,39.49466,14.5737
39.4963,14.5787,39.49607,14.57592,39.49464,14.57364
39.4963,14.5787,39.49606,14.57594,39.4946,14.57357
39.4964,14.5788,39.49603,14.57596,39.49458,14.57352
39.4963,14.5786,39.496,14.57598,39.49456,14.57347
39.4962,14.5784,39.49598,14.57597,39.49454,14.57345
39.4961,14.5783,39.49597,14.57599,39.49451,14.57344
39.4962,14.5783,39.49594,14.57599,39.4945,14.57344
39.4963,14.5783,39.49592,14.57598,39.49449,14.57345
39.4964,14.5784,39.49589,14.57598,39.49449,14.57347
39.4965,14.5785,39.49584,14.57597,39.49449,14.5735
39.4966,14.5786,39.49582,14.57596,39.4945,14.57355
39.4967,14.5787,39.49578,14.57596,39.49454,14.57364
