39.49218,14.57189
39.4922,14.57194
39.4922,14.57198
39.49223,14.57204
39.49227,14.57211
39.49231,14.57217
39.49235,14.57224
39.49239,14.57231
39.49244,14.57237
39.49249,14.57245
39.49252,14.57252
39.49254,14.5726
39.49257,14.57267
39.4926,14.57273
39.49262,14.57278
39.49265,14.57285
39.49267,14.57289
39.49265,14.57304
39.49269,14.573
39.49283,14.57309
39.49295,14.57316
39.49304,14.57323
39.49311,14.57327
39.49316,14.57334
39.49323,14.57339
39.49331,14.57344
39.49338,14.5735
39.49345,14.57355
39.49351,14.57359
39.49357,14.57365
39.49363,14.57371
39.4937,14.57378
39.49375,14.57384
39.4938,14.5739
39.49385,14.57395
39.49386,14.57395
39.49394,14.57406
39.49401,14.57413
39.49403,14.57416
39.49407,14.57422
39.49413,14.57433
39.49418,14.57438
39.49423,14.57444
39.49428,14.57447
39.49432,14.57451
39.49436,14.57455
39.4944,14.57458
39.49443,14.57459
39.49446,14.5746
39.4945,14.57464
39.49457,14.57468
39.49459,14.57465
39.49464,14.57463
39.49467,14.57459
39.49472,14.5746
39.49475,14.5746
39.49477,14.57454
39.49478,14.57449
39.4948,14.57446
39.4948,14.57441
39.49481,14.57437
39.4948,14.5743
39.49479,14.57421
39.49477,14.57413
39.49475,14.57405
39.49475,14.57402
39.49474,14.57395
39.49472,14.57389
39.4947,14.57382
39.49469,14.57376
39.49466,14.5737
39.49464,14.57364
39.4946,14.57357
39.49458,14.57352
39.49456,14.57347
39.49454,14.57345
39.49451,14.57344
39.4945,14.57344
39.49449,14.57345
39.49449,14.57347
39.49449,14.5735
39.4945,14.57355
39.49454,14.57364
39.49455,14.5737
39.49456,14.57376
39.49458,14.57383
39.49459,14.57392
39.4946,14.574
39.49459,14.57405
39.49458,14.57409
39.49459,14.57415
39.49456,14.57421
39.49453,14.57424
39.49449,14.57424
39.49444,14.5742
39.4944,14.57421
39.49436,14.5742
39.49431,14.57418
39.49427,14.57417
39.49421,14.57414
39.49415,14.57409
39.49409,14.57406
39.49404,14.57402
39.494,14.57397
39.49397,14.57392
39.49392,14.57386
39.49388,14.57383
39.49384,14.57379
39.49384,14.57376
39.49382,14.57374
39.49378,14.57372
39.49377,14.5737
39.49375,14.57371
39.49373,14.57371
39.49371,14.57372
39.49369,14.57372
39.49368,14.57375
39.49368,14.57373
39.49369,14.57374
39.49371,14.57374
39.49373,14.57373
39.49374,14.57371
39.49377,14.57375
39.49381,14.5738
39.49384,14.57382
39.49387,14.57382
39.49389,14.57384
39.49392,14.57385
39.49395,14.57391
39.49391,14.57395
39.49388,14.57398
39.49393,14.57403
39.49399,14.57408
39.49401,14.57416
39.49404,14.57425
39.49407,14.57431
39.4941,14.57435
39.4941,14.57439
39.49414,14.5744
39.49414,14.57441
39.49414,14.5745
39.49413,14.57455
39.49412,14.57461
39.49413,14.57463
39.49414,14.57465
39.49414,14.57466
39.49414,14.57465
39.49412,14.57463
39.49412,14.57464
39.4941,14.57467
39.4941,14.57473
39.49409,14.57478
39.49409,14.57485
39.49407,14.5749
39.49403,14.5749
39.49404,14.57495
39.49403,14.575
39.49409,14.57512
39.49413,14.57521
39.49418,14.57531
39.49422,14.57542
39.49427,14.57555
39.49431,14.57567
39.49432,14.57576
39.49431,14.57583
39.49432,14.5759
39.49433,14.57593
39.49434,14.57597
39.49433,14.57598
39.49434,14.57598
39.49434,14.57601
39.49432,14.57596
39.49432,14.57599
39.49436,14.57602
39.49439,14.57602
39.49434,14.57588
39.49429,14.5758
39.49423,14.57571
39.49421,14.57572
