39.48779,14.61487,39.4883,14.6184,39.48981,14.61865
39.48754,14.61484,39.4881,14.6182,39.48983,14.61854
39.48754,14.61482,39.488,14.618,39.48981,14.61839
39.48768,14.61475,39.4879,14.6178,39.48984,14.61836
39.48797,14.61483,39.4877,14.6176,39.48988,14.61833
39.4883,14.61485,39.4876,14.6174,39.4899,14.61829
39.48844,14.61456,39.4875,14.6172,39.4899,14.61829
39.48865,14.61436,39.4874,14.6171,39.4898,14.61818
39.4888,14.61417,39.4874,14.6171,39.48978,14.61818
39.48893,14.61399,39.4874,14.617,39.48974,14.61816
39.489,14.61375,39.4875,14.6169,39.48972,14.61815
39.48891,14.61357,39.4875,14.6166,39.48976,14.61802
39.48891,14.61339,39.4876,14.6164,39.48989,14.61788
39.48891,14.61326,39.4877,14.6162,39.49003,14.61786
39.48931,14.61307,39.4878,14.616,39.49002,14.61742
39.48945,14.6128,39.4879,14.6159,39.49009,14.61715
39.4896,14.61279,39.488,14.6157,39.49013,14.617
39.48986,14.6127,39.488,14.6156,39.49028,14.61689
39.48984,14.61252,39.4881,14.6155,39.49035,14.6167
39.48988,14.61238,39.488,14.6153,39.49038,14.61651
39.49014,14.61265,39.488,14.6151,39.49048,14.61647
39.49027,14.61259,39.488,14.6149,39.49041,14.61634
39.49029,14.61234,39.488,14.6147,39.49046,14.61626
39.49038,14.61196,39.488,14.6145,39.49054,14.6161
39.49036,14.6117,39.488,14.6142,39.49059,14.61591
39.4903,14.61135,39.4881,14.614,39.49064,14.61574
39.49029,14.6111,39.488,14.6137,39.49062,14.61549
39.49035,14.6107,39.4881,14.6136,39.49065,14.61534
39.49048,14.61043,39.488,14.6133,39.49059,14.61499
39.49051,14.61007,39.4879,14.6128,39.49051,14.61482
39.49076,14.60975,39.4879,14.6125,39.49044,14.61453
39.49084,14.60933,39.4879,14.6121,39.49053,14.61458
39.49085,14.60892,39.4879,14.6118,39.4906,14.61435
39.49094,14.60857,39.488,14.6116,39.49056,14.61408
39.49091,14.60811,39.4881,14.6114,39.49053,14.61372
39.49093,14.60768,39.4882,14.6111,39.49048,14.61343
39.49098,14.60739,39.4883,14.6108,39.49049,14.6131
39.49097,14.60695,39.4884,14.6106,39.4905,14.61273
39.49102,14.60657,39.4884,14.6102,39.49055,14.61241
39.49093,14.60605,39.4885,14.6099,39.49064,14.61207
